City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,siwa oasis,29.2041,25.5195,13.32,58,0,1.94,EG,1701219474
358,carauari,-4.8828,-66.8958,24.61,90,75,0.34,BR,1701219474
359,tonj,7.2737,28.6822,27.72,53,100,1.53,SS,1701219474
360,broken hill,-31.95,141.4333,21.78,50,0,7.65,AU,1701219178
361,makoua,0.0069,15.6333,21.83,99,100,1.22,CG,1701219475
362,simanggang,1.2472,111.4528,24.99,94,20,0.0,MY,1701219475
363,bonnyville,54.2668,-110.735,1.89,75,73,3.61,CA,1701219475
364,eqbaliyeh,35.3022,51.5358,11.9,56,3,2.1,IR,1701219476
365,ketchikan,55.3422,-131.6461,6.99,87,0,0.0,US,1701219476
366,east london,-33.0153,27.9116,18.91,62,100,10.59,ZA,1701219476
367,sai buri,6.7013,101.6168,26.65,87,100,5.81,TH,1701219476
368,ascension,30.2169,-90.9001,11.12,68,0,0.0,US,1701219476
369,aban,56.67,96.06,-20.01,95,28,1.32,RU,1701219476
370,al ghayzah,16.2079,52.176,24.12,71,100,2.13,YE,1701219477
371,new plymouth,-39.0667,174.0833,19.89,67,18,7.68,NZ,1701219477
372,kununurra,-15.7667,128.7333,32.99,62,27,2.57,AU,1701219477
373,pitimbu,-7.4706,-34.8086,25.33,71,100,4.75,BR,1701219477
374,namibe,-15.1961,12.1522,23.15,80,100,1.52,AO,1701219477
375,mhamid,29.82,-5.72,14.2,28,0,1.18,MA,1701219478
376,rio gallegos,-51.6226,-69.2181,12.03,32,20,2.57,AR,1701219478
377,saranac lake,44.3295,-74.1313,-6.66,84,100,2.57,US,1701219478
378,opuwo,-18.0607,13.84,23.05,66,100,1.8,NA,1701219478
379,bintulu,3.1667,113.0333,26.23,94,20,2.06,MY,1701219478
380,la passe,45.5549,-0.8967,1.13,86,6,1.95,FR,1701219478
381,revda,56.801,59.9303,-2.85,98,100,1.76,RU,1701219479
382,okhotsk,59.3833,143.3,-11.22,92,100,3.21,RU,1701219479
383,melekeok village,7.4957,134.6367,28.95,78,100,6.85,PW,1701219479
384,guarapari,-20.6667,-40.4975,25.5,93,100,4.16,BR,1701219479
385,el calafate,-50.3408,-72.2768,7.95,66,62,4.8,AR,1701219480
386,barra de santo antonio,-9.4047,-35.5072,23.6,73,6,3.1,BR,1701219480
387,hasaki,35.7333,140.8333,15.16,50,0,6.72,JP,1701219480
388,acarau,-2.8856,-40.12,26.56,79,79,6.12,BR,1701219480
389,titao,13.7667,-2.0667,27.23,16,6,3.63,BF,1701219480
390,sandnessjoen,66.0217,12.6316,-4.71,68,100,4.91,NO,1701219480
391,laguna,38.421,-121.4238,16.1,42,0,3.09,US,1701219481
392,hoemul-li,41.4339,129.67,-2.72,28,0,3.93,KP,1701219481
393,dalandzadgad,43.5708,104.425,-12.29,66,0,2.58,MN,1701219481
394,yurga,55.7231,84.8861,-12.17,90,19,1.98,RU,1701219481
395,alo,7.4178,6.7371,25.67,77,97,1.73,NG,1701219482
396,guatire,10.4762,-66.5427,22.48,98,64,0.84,VE,1701219482
397,cabrobo,-8.5142,-39.31,28.73,37,0,4.69,BR,1701219482
398,palikir - national government center,6.9248,158.1611,24.47,94,100,1.54,FM,1701219483
399,bratsk,56.1325,101.6142,-15.73,98,61,0.95,RU,1701219483
400,qarqaraly,49.4058,75.4742,1.38,47,100,2.55,KZ,1701219483
401,singkil,-7.9855,111.4161,28.42,69,81,2.1,ID,1701219484
402,road town,18.4167,-64.6167,26.05,70,2,6.26,VG,1701219392
403,labytnangi,66.6572,66.4183,-10.18,94,100,6.11,RU,1701219484
404,al kharj,24.155,47.3346,17.32,40,0,3.36,SA,1701219485
405,saldanha,-33.0117,17.9442,13.03,80,0,6.46,ZA,1701219485
406,tulum,20.2167,-87.4667,22.71,91,38,4.16,MX,1701219485
407,edmundston,47.3737,-68.3251,-5.49,73,75,5.66,CA,1701219485
408,praia da vitoria,38.7333,-27.0667,19.14,94,75,4.62,PT,1701219485
409,davyd-haradok,52.0566,27.2161,-2.93,96,100,4.74,BY,1701219486
410,bechar,31.6167,-2.2167,9.18,21,0,1.54,DZ,1701219486
411,igarka,67.4667,86.5833,-24.43,98,17,2.56,RU,1701219486
412,barauli,26.4,84.5833,18.44,58,0,2.27,IN,1701219487
413,nizhniy kuranakh,58.8353,125.4869,-17.32,94,100,3.99,RU,1701219487
414,turkmenbasy,40.0222,52.9552,1.43,93,0,0.0,TM,1701219488
415,ke-macina,13.9623,-5.3572,26.03,17,7,4.65,ML,1701219488
416,uliastay,47.7417,96.8444,-21.26,72,0,2.7,MN,1701219488
417,mar del plata,-38.0023,-57.5575,21.4,94,37,8.94,AR,1701219411
418,cholpon-ata,42.6494,77.0823,4.03,50,95,1.91,KG,1701219489
419,dunedin,-45.8742,170.5036,13.22,52,3,3.13,NZ,1701219489
420,norrtalje,59.758,18.705,-0.87,98,100,2.11,SE,1701219489
421,luanda,-8.8368,13.2343,24.0,94,40,0.0,AO,1701219490
422,hadibu,12.65,54.0333,25.44,76,100,5.51,YE,1701219490
423,bardsir,29.9227,56.5743,7.93,37,0,1.25,IR,1701219490
424,bangor,54.6534,-5.669,2.83,95,18,1.03,GB,1701219491
425,lensk,60.7253,114.9278,-20.07,92,99,4.69,RU,1701219491
426,mananjary,-21.2167,48.3333,24.05,80,9,4.88,MG,1701219491
427,kursavka,44.4564,42.5093,1.08,96,38,6.3,RU,1701219491
428,nadym,65.5333,72.5167,-5.54,96,100,5.29,RU,1701219491
429,fort mcmurray,56.7268,-111.381,3.73,60,100,3.6,CA,1701219338
430,quibala,-10.7337,14.98,17.36,99,100,0.62,AO,1701219492
431,kolda,12.8833,-14.95,23.17,88,0,0.0,SN,1701219492
432,bay roberts,47.5999,-53.2648,6.3,94,100,2.24,CA,1701219492
433,anar darah,32.7587,61.654,12.62,37,1,0.85,AF,1701219493
434,tralee,52.2704,-9.7026,5.02,84,100,1.28,IE,1701219493
435,noshiro,40.2039,140.0242,3.46,63,100,10.89,JP,1701219493
436,mahina,-17.5065,-149.489,29.87,66,75,3.09,PF,1701219494
437,new norfolk,-42.7826,147.0587,15.95,58,85,3.26,AU,1701219494
438,greenville,35.6127,-77.3663,6.09,58,0,0.45,US,1701219370
439,shimanovsk,52.0,127.7,-18.6,72,20,2.65,RU,1701219494
440,nagqu,31.5,92.0,-5.82,61,100,0.68,CN,1701219496
441,monclova,26.9,-101.4167,12.01,70,73,0.89,MX,1701219496
442,carnarvon,-24.8667,113.6333,22.78,56,48,6.23,AU,1701219496
443,hilo,19.7297,-155.09,29.04,67,100,6.69,US,1701219209
444,riviere-du-loup,47.8304,-69.5342,-5.51,63,100,3.09,CA,1701219411
445,taungoo,18.9333,96.4333,21.05,83,19,1.6,MM,1701219497
446,kalat,29.0225,66.5916,5.96,50,0,0.54,PK,1701219498
447,ishigaki,24.3448,124.1572,24.07,69,75,5.14,JP,1701219498
448,gilgit,35.9221,74.3087,7.11,60,70,1.28,PK,1701219499
449,chunskiy,56.0815,99.6342,-23.21,100,35,0.91,RU,1701219499
450,mbandaka,0.0487,18.2603,21.57,99,100,0.67,CD,1701219407
451,san mateo del mar,16.2,-95.0,25.41,75,32,15.76,MX,1701219286
452,xingcheng,40.6167,120.7167,-4.7,32,0,8.01,CN,1701219500
453,kirgiz-miyaki,53.6324,54.7979,-3.81,94,100,3.41,RU,1701219500
454,kurmuk,10.55,34.2833,24.18,38,42,1.0,SD,1701219500
455,aliveri,38.4167,24.0333,19.58,60,100,8.18,GR,1701219500
456,steinbach,50.1667,8.5667,-0.78,88,0,3.09,DE,1701219383
457,usinsk,65.9939,57.5281,-10.52,89,99,5.36,RU,1701219501
458,korla,41.7597,86.1469,3.03,48,25,3.5,CN,1701219501
459,vila franca do campo,37.7167,-25.4333,18.23,99,100,2.79,PT,1701219501
460,langtoucun,40.0261,124.3286,-4.25,30,90,4.93,CN,1701219501
461,quellon,-43.1167,-73.6167,10.68,88,100,5.51,CL,1701219502
462,mejit,10.2753,170.8646,27.32,75,36,8.44,MH,1701219502
463,sittwe,20.15,92.9,21.99,77,100,2.7,MM,1701219502
464,rouyn-noranda,48.2398,-79.0288,-10.95,79,100,5.14,CA,1701219503
465,minas de marcona,-15.2119,-75.1103,14.98,82,55,6.38,PE,1701219503
466,gebeit,21.0667,36.3167,19.54,70,0,1.86,SD,1701219503
467,bandar lampung,-5.4254,105.258,24.58,93,100,1.05,ID,1701219503
468,rovaniemi,66.5,25.7167,-3.33,80,100,9.77,FI,1701219504
469,harper,4.375,-7.7169,25.97,83,100,1.91,LR,1701219504
470,nikolayevsk-on-amure,53.1406,140.73,-15.87,82,88,2.33,RU,1701219504
471,carbondale,37.7273,-89.2168,-1.84,69,0,0.0,US,1701219326
472,umm kaddadah,13.6017,26.6876,21.7,30,12,6.78,SD,1701219505
473,forster,-32.1667,152.5167,26.88,74,68,7.55,AU,1701219505
474,wynyard,-41.0,145.7167,17.23,59,100,5.23,AU,1701219505
475,chefchaouene,35.1688,-5.2636,14.76,91,39,2.7,MA,1701219505
476,padang,-0.9492,100.3543,26.03,82,95,0.46,ID,1701219381
477,peace river,56.2501,-117.286,3.17,69,20,4.63,CA,1701219506
478,meiktila,20.8667,95.8667,19.5,89,100,2.68,MM,1701219506
479,metlili chaamba,32.2667,3.6333,16.52,22,0,3.09,DZ,1701219506
480,tokar,18.4254,37.729,26.75,73,94,5.77,SD,1701219506
481,paradip garh,20.3167,86.6167,20.84,75,65,3.02,IN,1701219507
482,sant carles de la rapita,40.6167,0.6,16.32,78,100,1.92,ES,1701219507
483,kharan,28.5833,65.4167,15.66,39,0,0.26,PK,1701219454
484,tacna,-18.0056,-70.2483,17.11,77,100,4.12,PE,1701219274
485,banda aceh,5.5577,95.3222,26.55,82,100,2.53,ID,1701219508
486,tashtyp,52.7939,89.8983,-14.04,99,99,1.23,RU,1701219508
487,ocean city,39.2776,-74.5746,0.0,56,0,3.13,US,1701219490
488,gizo,-8.103,156.8419,28.47,73,100,1.86,SB,1701219509
489,taraz,42.9,71.3667,10.23,40,100,4.0,KZ,1701219509
490,krotovka,53.2858,51.1686,-6.1,96,100,1.62,RU,1701219509
491,pundong,-7.9522,110.3486,28.19,73,95,3.94,ID,1701219509
492,ad dindar,13.2,34.1667,27.14,28,6,3.42,SD,1701219510
493,funafuti,-8.5243,179.1942,33.0,94,75,1.03,TV,1701219451
494,vratsa,43.21,23.5625,2.14,99,92,2.21,BG,1701219510
495,justo daract,-33.8594,-65.1828,22.56,75,55,9.21,AR,1701219510
496,malvan,16.0667,73.4667,24.25,84,100,2.45,IN,1701219510
497,pemba,-12.974,40.5178,26.73,79,19,4.36,MZ,1701219511
498,narrabri,-30.3167,149.7833,27.51,64,89,3.58,AU,1701219511
499,fayzabad,37.1166,70.58,11.41,35,100,2.14,AF,1701219511
500,lake city,30.1897,-82.6393,6.48,81,0,0.0,US,1701219456
501,sant lluis,39.8526,4.2594,13.22,88,75,2.06,ES,1701219512
502,polyarnyy,69.1989,33.4478,-3.72,90,86,5.9,RU,1701219512
503,villa hernandarias,-31.231,-59.985,24.58,79,0,4.42,AR,1701219512
504,caleta de carquin,-11.0925,-77.6267,19.89,83,100,5.16,PE,1701219512
505,balabac,7.9868,117.0645,28.63,78,12,6.49,PH,1701219513
506,katsuura,35.1333,140.3,15.01,52,0,10.07,JP,1701219513
507,lucea,18.451,-78.1736,27.7,80,12,5.98,JM,1701219513
508,alexandria,31.2156,29.9553,13.3,59,84,3.21,EG,1701219505
509,verkhnevilyuysk,63.4453,120.3167,-18.42,94,100,3.97,RU,1701219514
510,loango,-4.6719,11.8312,23.81,94,20,1.03,CG,1701219514
511,angaur state,6.906,134.13,29.09,77,100,7.35,PW,1701219514
512,midoun,33.8081,10.9923,17.92,46,100,6.53,TN,1701219514
513,luderitz,-26.6481,15.1594,18.11,72,11,10.19,NA,1701219515
514,thunder bay,48.4001,-89.3168,-7.01,86,100,1.54,CA,1701219407
515,happy valley-goose bay,53.3168,-60.3315,1.17,93,75,0.0,CA,1701219515
516,mineiros,-17.5694,-52.5511,24.2,58,99,2.44,BR,1701219516
517,ilhabela,-23.7781,-45.3581,23.44,93,100,2.18,BR,1701219516
518,slavkov u brna,49.1533,16.8765,-0.9,83,0,4.12,CZ,1701219516
519,muisne,0.6,-80.0333,24.84,81,100,5.57,EC,1701219516
520,majuro,7.0897,171.3803,29.98,70,75,4.63,MH,1701219517
521,bolobo,-2.1667,16.2333,21.96,96,100,0.65,CD,1701219517
522,puerto rico,-26.796,-55.024,22.11,99,65,0.99,AR,1701219517
523,zuyevka,58.405,51.1335,-9.1,97,100,1.56,RU,1701219517
524,zaragoza,41.6561,-0.8773,15.27,70,40,1.03,ES,1701219518
525,oranjemund,-28.55,16.4333,15.57,83,4,9.07,NA,1701219518
526,bahir dar,11.5936,37.3908,14.31,67,3,1.65,ET,1701219518
527,belyy yar,53.6039,91.3903,-14.06,92,100,0.0,RU,1701219518
528,simpang,-1.2667,104.0833,26.66,86,64,1.41,ID,1701219519
529,plastun,44.7561,136.2939,-10.6,46,100,5.11,RU,1701219519
530,imperatriz,-5.5264,-47.4917,29.02,50,94,1.01,BR,1701219499
531,dili,-8.5586,125.5736,30.22,68,91,2.52,TL,1701219519
532,caburan,5.9181,125.6411,28.81,72,100,4.08,PH,1701219519
533,gwadar,25.1216,62.3254,24.03,59,27,1.94,PK,1701219520
534,birjand,32.8663,59.2211,7.26,70,0,3.09,IR,1701219520
535,parabel',58.6978,81.4825,-11.16,90,98,3.13,RU,1701219520
536,fukuecho,32.6881,128.8419,12.2,76,40,0.51,JP,1701219520
537,fale old settlement,-9.3852,-171.2468,28.22,73,100,3.42,TK,1701219520
538,antigo,45.1402,-89.1523,-8.86,73,75,3.6,US,1701219521
539,la punta,-33.1837,-66.3127,19.9,81,100,6.3,AR,1701219521
540,saudarkrokur,65.7461,-19.6394,1.21,93,100,1.26,IS,1701219521
541,sal rei,16.1833,-22.9167,24.42,67,0,4.31,CV,1701219521
542,playa del ingles,27.7567,-15.5787,18.86,78,5,2.73,ES,1701219312
543,rakovnik,50.1037,13.7334,-1.82,96,99,1.89,CZ,1701219522
544,tabira,-7.5908,-37.5394,24.12,61,86,3.99,BR,1701219465
545,kruisfontein,-34.0033,24.7314,15.17,75,2,9.11,ZA,1701219522
546,saint-philippe,-21.3585,55.7679,23.77,76,13,3.93,RE,1701219522
547,ak-dovurak,51.1833,90.6,-20.01,96,98,0.37,RU,1701219522
548,concepcion del oro,24.6333,-101.4167,14.11,60,6,2.63,MX,1701219523
